,epoch_index,train_loss,val_loss,train_Accuracy,val_Accuracyes,test_precisionScore,test_recallScore,test_accuracyScore,test_F1_score,test_kappa,test_AUC,test_AUPR
0,1,0.6546764678095887,0.6204437639101319,0.7123790979385376,0.7233449220657349,0.9011373578302713,0.48861480075901326,0.7233449477351916,0.6336511842509996,0.44127263199154987,0.819406789835026,0.8362254517052398
1,2,0.4970975303664018,0.49447328205308017,0.7967485785484314,0.795121967792511,0.8010805500982319,0.773719165085389,0.7951219512195122,0.7871621621621622,0.5897849039513647,0.87445209484384,0.8840960965399209
2,3,0.4380957358025083,0.4558157511496793,0.8300769925117493,0.8213704824447632,0.8329189457981104,0.7945920303605313,0.8213704994192799,0.8133042000485555,0.6422548111778372,0.8971853545329623,0.8998127900392185
3,4,0.39759591059475835,0.4379497219461182,0.8531182408332825,0.8299651741981506,0.8572170301142263,0.7832068311195446,0.8299651567944251,0.8185423896876549,0.6591889084064919,0.9072752304116618,0.9112415382068885
4,5,0.365667990109425,0.4255904225106854,0.8680185675621033,0.8364692330360413,0.8563451776649746,0.8002846299810247,0.8364692218350754,0.8273663560568906,0.6723641580191713,0.912926156851805,0.9179209131482073
5,6,0.34097115419921215,0.4326149421909545,0.8826228380203247,0.8350754976272583,0.8275538894095595,0.8377609108159393,0.835075493612079,0.8326261197548327,0.670092368308403,0.9121037053287258,0.9154059283520222
6,7,0.3171276431100618,0.41990380780760556,0.8928113579750061,0.8434378504753113,0.8356741573033708,0.8467741935483871,0.8434378629500581,0.8411875589066918,0.6868260960228576,0.917849637983139,0.921900653631956
7,8,0.29961747365141844,0.4269228167234813,0.9010015726089478,0.8445993065834045,0.8376349131862975,0.8467741935483871,0.8445993031358885,0.8421797593772116,0.6891344136966964,0.9164770141101501,0.9203775041559379
8,9,0.2825166208870622,0.4108994148472599,0.9088957905769348,0.856678307056427,0.8585858585858586,0.8467741935483871,0.856678281068525,0.8526391210890854,0.7131540692730032,0.9219919089253157,0.9249849783309976
9,10,0.26432797166283417,0.4159697859406333,0.9182208180427551,0.8520325422286987,0.8507391511683358,0.8462998102466793,0.8520325203252033,0.8485136741973841,0.7039072088510234,0.9224708266145226,0.9259084009871449
10,11,0.25057592123999783,0.4166787886868786,0.9235987663269043,0.8529616594314575,0.8660049627791563,0.8277988614800759,0.8529616724738676,0.8464710162503032,0.7055344692047729,0.9236432896679015,0.9271076636036426
11,12,0.23765193322941422,0.4082185778329874,0.9306789040565491,0.8596979975700378,0.8679060665362035,0.8415559772296015,0.8596980255516841,0.8545279383429673,0.719103332708211,0.9272947671440872,0.9293715225852663
12,13,0.22490592661437042,0.41043303393597663,0.9372162818908691,0.8562136888504028,0.8560497369679579,0.849146110056926,0.8562137049941928,0.8525839485591807,0.7122574475714873,0.9269555517745003,0.928351181312015
13,14,0.21435453342937355,0.41498069455814696,0.9394365549087524,0.860162615776062,0.866601752677702,0.8444022770398482,0.8601626016260162,0.8553580009610764,0.7200603689062111,0.9274780859529859,0.9295348848622718
14,15,0.20680646892127516,0.4176688249033641,0.9446171522140503,0.8594657182693481,0.8607777244359097,0.8505692599620494,0.859465737514518,0.8556430446194225,0.7187437333476452,0.9272808400967683,0.929402766813584
15,16,0.19554703397253972,0.4180352198260725,0.9487615823745728,0.8592334389686584,0.8603646833013435,0.8505692599620494,0.8592334494773519,0.8554389312977099,0.7182815545219567,0.9284476891465764,0.9315672775186831
16,17,0.18831906884538133,0.4249740829451159,0.9519192576408386,0.8573751449584961,0.8574162679425837,0.8500948766603416,0.8573751451800232,0.853739876131491,0.7145789578822908,0.9278257223279286,0.9302359299746418
17,18,0.1816046298232473,0.4251755630582329,0.9543862342834473,0.8594657182693481,0.8559924206537186,0.8572106261859582,0.859465737514518,0.8566010903057596,0.7188194004438606,0.929234189454483,0.9320834118185488
18,19,0.17247998832080028,0.42003094804550023,0.9581112861633301,0.8648083806037903,0.8657718120805369,0.8567362428842504,0.864808362369338,0.8612303290414879,0.7294439211998711,0.9315506136969597,0.9344012631681549
19,20,0.16735235328902054,0.4289445022811181,0.9605042338371277,0.8638792037963867,0.8662175168431184,0.8538899430740038,0.8638792102206736,0.8600095556617295,0.727563482990388,0.9314209518068024,0.9344073780393272
