,epoch_index,train_loss,val_loss,train_Accuracy,val_Accuracyes,test_precisionScore,test_recallScore,test_accuracyScore,test_F1_score,test_kappa,test_AUC,test_AUPR
0,1,0.6706478848997507,0.5770091108744153,0.7095174789428711,0.7444831728935242,0.8263193052772211,0.5955705344246509,0.7444831591173054,0.6922216004476777,0.483448762436826,0.8174282493826115,0.8297504278373034
1,2,0.5056342345289114,0.4908950166419823,0.7930481433868408,0.8039488792419434,0.8056519583539911,0.7823784304285026,0.8039488966318235,0.7938446507083537,0.6070301140421879,0.8769393606473914,0.8823891539698931
2,3,0.4522492862298264,0.46751217056372996,0.8214673399925232,0.8236933946609497,0.8351983723296033,0.7905633124699085,0.8236933797909408,0.8122681177343557,0.6463118796850217,0.8906247703971599,0.8942881413574759
3,4,0.41349961506160543,0.4524251836309865,0.8444098830223083,0.8313589096069336,0.8372441337993011,0.8074145402022147,0.8313588850174216,0.8220588235294118,0.6618940975155826,0.8993656694808232,0.9007488846215688
4,5,0.38168512113893766,0.45042468944908437,0.8609384298324585,0.8334494829177856,0.8556485355648535,0.7876745305729418,0.8334494773519163,0.8202557031837553,0.665588394267208,0.9018076712631895,0.9025696781324896
5,6,0.3572084580696803,0.44782157089652086,0.8741365671157837,0.8350754976272583,0.8453764527539162,0.8054886856042369,0.835075493612079,0.8249506903353058,0.6692157863899431,0.9036977618423202,0.9028053195689968
6,7,0.33784672983750946,0.4337810524249326,0.8822774887084961,0.8434378504753113,0.8491786958685913,0.8213769860375542,0.8434378629500581,0.835046500244738,0.6861418105054018,0.9107025393101671,0.9101279876235638
7,8,0.3172930848593775,0.4362835774299852,0.8928853273391724,0.8429732918739319,0.8657963446475195,0.79826673086182,0.8429732868757259,0.8306613226452906,0.684726427716358,0.9112496963840091,0.9087750723236286
8,9,0.30074298038905206,0.4431446841092614,0.9015443325042725,0.8434378504753113,0.8345255126371006,0.8425613866153105,0.8434378629500581,0.8385241974125539,0.6865922844910831,0.9109912446224314,0.9116341519796416
9,10,0.2854184400218936,0.42524967795880414,0.9086244106292725,0.8522648215293884,0.8519785051294577,0.8396726047183438,0.8522648083623693,0.8457807953443259,0.7040207848544016,0.9181572302960785,0.9160322072624566
10,11,0.2695669118518634,0.4237414391752458,0.9165926575660706,0.8555168509483337,0.8567925453653752,0.8411169956668272,0.8555168408826945,0.8488824101068999,0.7104982456110003,0.9188109230876945,0.9186625902456618
11,12,0.2573080342479869,0.42922246728901525,0.921501874923706,0.8501741886138916,0.8485881207400194,0.8391911410688493,0.8501742160278746,0.8438634713144517,0.6998666938906717,0.918854142445818,0.915923518097473
12,13,0.24463068489047793,0.4277239368836916,0.9273485541343689,0.8545876741409302,0.8669701568032372,0.8252286952335098,0.8545876887340302,0.8455846077947705,0.7083412878684573,0.9203015587493703,0.9194963312896407
13,14,0.23528975478309322,0.4242501127456816,0.9294454455375671,0.8592334389686584,0.8568655992236778,0.8502648050072219,0.8592334494773519,0.8535524407926535,0.7180465023383455,0.9235166468001683,0.9210897904434266
14,15,0.22494308797240797,0.4249006498012255,0.9353167414665222,0.8534262776374817,0.8547595682041217,0.8387096774193549,0.8534262485481998,0.8466585662211421,0.7063045187687658,0.9228678161863412,0.9211874035257657
15,16,0.21406683781007255,0.42860498588259627,0.9401766061782837,0.8543553948402405,0.8502415458937198,0.8473760231102552,0.8543554006968641,0.8488063660477453,0.7083186775959296,0.9237647259157965,0.9249682721559126
16,17,0.20599779022593975,0.43285085504201787,0.9428162574768066,0.8578397035598755,0.8610152784622968,0.8411169956668272,0.8578397212543554,0.8509498295177789,0.7151061045015368,0.9241655854623908,0.9233506168804138
17,18,0.19757131126144828,0.4356243648733965,0.9478981494903564,0.8596979975700378,0.8601466992665037,0.8468945594607608,0.8596980255516841,0.8534691897137312,0.7189036439978033,0.9243990780446525,0.9222718742367132
18,19,0.19089817401453285,0.43636407328814997,0.9506857991218567,0.8603948950767517,0.858600583090379,0.8507462686567164,0.8603948896631823,0.8546553808948004,0.7203591604760056,0.9249240851974563,0.9237336694029042
19,20,0.1855569912151211,0.4362153576226185,0.9530540704727173,0.8594657182693481,0.8535062439961575,0.855560905151661,0.859465737514518,0.8545323395046885,0.7186082081775809,0.9262095369564409,0.9242642827656333
