,epoch_index,train_loss,val_loss,train_Accuracy,val_Accuracyes,test_precisionScore,test_recallScore,test_accuracyScore,test_F1_score,test_kappa,test_AUC,test_AUPR
0,1,0.6631572542045628,0.5963385661858438,0.7027087211608887,0.723809540271759,0.8887083671811535,0.5097856477166822,0.7238095238095238,0.6479123482380812,0.4469040199003018,0.8396604387364797,0.8516071368918945
1,2,0.518224331067821,0.5064241390125815,0.7819962501525879,0.7927990555763245,0.8578767123287672,0.7003727865796832,0.7927990708478513,0.7711646998460749,0.5853651741989736,0.8737009557512345,0.8850144996985396
2,3,0.4706533160380459,0.48316083068631666,0.808935284614563,0.8088269233703613,0.8418604651162791,0.7590866728797764,0.8088269454123113,0.7983337417299682,0.6175371895741274,0.8838214682075984,0.8926293471082869
3,4,0.43536949141246223,0.46388165414264115,0.8304470181465149,0.8188153505325317,0.8463488843813387,0.7777260018639329,0.818815331010453,0.8105876639145216,0.6375388782973017,0.8922497428351033,0.9015082737009498
4,5,0.40624048655993467,0.4415402950517807,0.8463340997695923,0.8334494829177856,0.8535378525482434,0.8038210624417521,0.8334494773519163,0.827933765298776,0.6668374923892069,0.9037816945213409,0.9103127982603538
5,6,0.3821481888242932,0.4335277727602805,0.8609877824783325,0.8392567038536072,0.8532555879494655,0.8182665424044734,0.8392566782810685,0.835394862036156,0.6784707300931088,0.9084618150596973,0.9135206911086055
6,7,0.36080857858470566,0.43497301706315195,0.8720890283584595,0.8390243649482727,0.8343304187758859,0.8448275862068966,0.8390243902439024,0.8395461912479741,0.6780580393683717,0.910202507373931,0.9140154382096682
7,8,0.34445659377199905,0.42450160526093983,0.8786510825157166,0.8452961444854736,0.8513770180436847,0.8355079217148182,0.8452961672473868,0.8433678269049859,0.6905721490004002,0.9148662246121159,0.9169553486840042
8,9,0.32724703691027823,0.4235618273694064,0.8888888955116272,0.8462253212928772,0.8584541062801933,0.8280521901211556,0.8462253193960511,0.8429791271347249,0.6924150391130912,0.9149286003193464,0.9205830320174223
9,10,0.31110501486991127,0.423651010871072,0.8958209753036499,0.8487805128097534,0.8554446029481693,0.8383038210624417,0.848780487804878,0.8467874794069192,0.6975399716961248,0.9161133070909309,0.9189222737421964
10,11,0.3030865813809691,0.42111218984949467,0.8986826539039612,0.8513356447219849,0.8644724104549855,0.8322460391425909,0.851335656213705,0.8480531813865149,0.7026352269327523,0.9188833064909154,0.9210971347792102
11,12,0.2888627911322164,0.412031040630551,0.9075636267662048,0.8534262776374817,0.8629611883085769,0.8392357875116496,0.8534262485481998,0.8509331443420742,0.7068255572915954,0.9230093839826953,0.9249548791411959
12,13,0.27806545470813476,0.41492053800620543,0.912250816822052,0.8538908362388611,0.8658948383984564,0.8364398881640261,0.853890824622532,0.850912538516236,0.7077490543122487,0.9222740413026465,0.922856574185845
13,14,0.2654983037636081,0.41078777086167106,0.9175054430961609,0.8608594536781311,0.8566159520516367,0.8657968313140727,0.8608594657375145,0.8611819235225955,0.7217253729391186,0.9246356848615238,0.9277509199675956
14,15,0.2576711403446036,0.4179150954702313,0.9219459295272827,0.8596979975700378,0.8664448669201521,0.8494874184529357,0.8596980255516841,0.8578823529411765,0.7193769573150187,0.9230885946558912,0.9262937953889862
15,16,0.24618310983749872,0.41409091914157004,0.9250295758247375,0.8564459681510925,0.8603773584905661,0.8499534016775396,0.8564459930313589,0.8551336146272855,0.7128788949815942,0.9253672504658753,0.9275544681353336
16,17,0.2415994962474075,0.41419555642463607,0.9266824722290039,0.8608594536781311,0.8667614983404457,0.8518173345759553,0.8608594657375145,0.8592244418331375,0.7217019480038036,0.9255687304752166,0.9278058341962855
17,18,0.23283293233342206,0.4190830116072598,0.9322084188461304,0.8641114830970764,0.8729096989966555,0.8513513513513513,0.8641114982578397,0.8619957537154989,0.7282003086855782,0.9252031095477135,0.9285105713791045
18,19,0.22366174443224043,0.42041455474741646,0.9354647994041443,0.8596979975700378,0.8609550561797753,0.8569431500465983,0.8596980255516841,0.8589444184960298,0.7193895555700884,0.9265289710339303,0.9304938143988809
19,20,0.21730835277323235,0.4178166296423935,0.9392885565757751,0.8666666746139526,0.873574144486692,0.8564771668219944,0.8666666666666667,0.8649411764705882,0.7333151879119548,0.9271354614744753,0.9303116234236499
